04321345457	E	5	1	6	3	6	5	5	6	3	4
05212113157	B	3	4	3	1	5	4	3	2	3	3
05221974857	A	1	6	6	2	4	3	6	3	4	1
05311528317	B	5	4	6	4	4	6	2	2	4	3
04292759257	E	5	1	4	3	3	3	2	3	1	3
06241997237	D	5	2	4	5	6	6	2	1	5	4
05302136332	C	5	6	6	5	6	6	3	4	2	4
04311191453	D	3	4	2	4	6	4	6	5	4	2
06230247561	E	5	2	5	6	6	1	6	4	1	4
04311328651	B	1	6	3	4	3	3	2	1	3	6
05282427824	B	1	4	3	2	6	5	6	1	4	4
04240964492	C	6	3	4	3	3	4	2	6	3	1
05251157431	D	3	6	1	3	6	3	1	2	5	1
05281713614	B	6	6	2	6	6	6	6	4	4	4
04230881947	B	6	1	6	6	5	3	6	3	3	4
06290913464	A	6	4	1	4	5	6	5	2	6	5
05230415697	D	3	1	6	3	2	1	5	6	6	1
06261341939	B	1	5	6	6	1	1	1	4	6	4
06241983858	D	3	3	2	3	4	4	4	6	5	2
04311273944	A	4	1	6	4	4	1	4	3	5	3
05232757423	C	6	3	2	6	4	2	6	5	6	5
06230191631	B	4	5	2	3	2	3	3	2	2	1
06250261938	B	5	1	4	5	4	4	1	3	2	3
05281431525	A	3	1	3	6	3	4	1	4	5	1
04260866611	E	4	3	3	2	5	1	6	2	4	2
04280634977	D	1	1	4	6	6	4	5	2	1	4
06301078313	B	3	1	5	3	6	5	5	5	3	3
06241897865	C	5	4	4	5	4	4	3	2	3	3
05212813866	E	4	2	5	6	2	1	5	6	1	1
06251325585	C	4	1	6	1	4	6	4	5	2	5
04230895623	E	2	6	5	2	6	1	2	5	1	4
04231288613	E	2	4	6	1	3	5	5	6	2	5
05262362563	A	1	5	6	4	1	6	4	5	6	3
04221175121	A	6	1	4	2	4	6	1	1	6	6
04291828118	C	6	2	3	5	2	5	6	5	3	2
06260137533	D	3	5	2	2	3	2	1	1	3	1
06252238798	C	4	5	6	1	5	4	2	1	1	2
06280222855	B	5	5	3	1	1	2	6	4	5	6
04261684283	C	4	2	5	4	6	2	4	6	5	2
04242342988	B	1	3	6	3	5	4	5	5	4	2
04302266591	C	2	4	4	4	1	4	5	1	1	6
05322911346	A	6	2	1	6	3	4	1	5	5	4
06281464838	A	1	1	5	6	3	1	2	4	1	1
06222749633	B	6	5	4	5	2	3	5	5	4	4
05231792957	D	5	3	5	1	1	3	1	3	3	5
04311963711	A	5	3	1	1	3	1	1	3	1	1
05250745194	E	6	6	3	4	5	4	6	1	4	1
05242592892	B	4	4	3	1	6	4	1	6	1	4
06212467819	C	6	4	4	1	2	4	3	3	6	5
04271074234	A	1	1	5	3	5	5	1	3	1	2
06231583521	B	2	5	1	2	2	5	6	1	3	6
04232595699	A	1	4	4	1	2	3	3	3	3	2
05253136517	B	6	4	5	4	6	5	1	3	6	5
05260858952	A	6	2	6	5	2	2	3	5	1	4
06310914934	D	4	1	6	4	2	4	2	6	4	3
06283098824	D	5	5	6	4	4	1	1	2	4	3
04261384473	D	1	4	1	3	4	6	4	4	2	2
06231695257	E	4	3	1	6	1	4	5	3	1	1
06310344337	B	1	3	4	1	5	4	5	6	2	3
04290881431	D	6	1	2	3	3	4	2	1	3	3
04252246146	E	3	3	5	3	5	6	4	1	5	1
06232072897	C	4	2	4	3	6	1	4	6	6	3
05291186334	D	5	3	4	4	5	3	2	5	1	4
04301471518	E	1	3	6	2	1	5	5	2	2	2
05321597455	D	3	6	2	5	3	4	4	6	2	1
06280329217	A	2	4	2	4	3	5	6	5	1	1
06310572345	C	2	6	2	4	4	1	4	3	3	5
06312487412	C	2	3	4	2	3	2	6	1	3	4
06220388164	E	5	2	5	3	2	6	6	5	2	6
06320629659	B	1	5	4	1	2	2	1	6	3	4
04290947135	C	6	2	4	6	3	1	3	1	2	1
04310737881	A	2	3	5	2	2	4	2	4	3	2
04291969699	C	2	3	2	3	2	4	5	1	2	5
06230133543	E	4	4	4	3	2	6	6	1	5	4
04222816139	E	3	3	6	3	3	5	3	5	6	1
06290145841	D	6	4	3	1	1	3	4	1	5	5
06271486279	B	5	1	5	5	6	3	1	4	2	5
05241295796	C	2	2	1	5	1	3	4	3	1	6
06310534253	D	3	2	2	4	2	2	6	1	6	5
06301956158	C	6	4	2	4	3	6	6	6	3	1
04222017332	C	5	1	4	2	1	4	4	3	4	2
06271997537	D	3	4	2	5	3	5	5	3	5	6
04213133674	B	6	2	4	3	5	4	4	3	4	5
06283183885	C	2	6	6	1	2	5	6	1	1	3
06312937177	D	2	3	3	5	4	6	4	3	2	3
04262152873	C	6	4	2	4	5	2	3	4	2	6
05312576487	B	3	3	3	4	2	2	1	5	5	5
06211537498	C	5	3	4	4	5	4	3	2	4	2
05212492922	A	2	6	2	3	6	2	4	5	1	6
06301694539	E	4	2	2	6	6	3	1	2	2	5
05292226721	D	6	6	5	3	1	6	1	2	5	3
06252793833	E	4	6	4	6	6	2	3	1	3	4
04241982259	A	1	6	2	6	5	5	3	1	2	2
06320243415	A	1	6	1	1	4	4	1	4	3	3
04211723835	D	1	5	2	1	4	6	5	6	5	3
06291148614	A	3	4	2	3	2	3	2	4	1	1
05323196126	E	3	1	5	3	1	2	1	2	1	2
05252186896	C	5	1	2	1	2	4	5	4	5	6
06320197448	A	2	5	4	5	6	3	5	4	6	2
06242947712	E	4	2	1	6	1	2	5	4	6	4
04271817259	B	3	4	2	4	2	6	3	3	3	3
04242781451	C	1	2	6	1	3	2	1	1	2	3
06261578441	A	5	2	2	5	5	3	6	3	4	4
05271163319	A	3	4	5	1	6	2	1	4	6	5
04280486536	C	2	4	4	6	4	2	5	3	5	1
04222577397	B	2	5	5	4	5	5	2	6	5	5
06322592319	C	6	3	2	3	1	6	2	4	4	1
05211439571	D	4	4	6	6	3	4	5	3	3	2
06312421364	B	6	5	6	5	2	5	3	4	2	1
06221455311	A	5	6	5	2	3	6	2	2	1	2
04211779157	B	5	1	6	4	2	4	3	5	3	4
06250654752	E	1	2	4	1	5	1	2	6	6	4
04230364437	B	1	6	3	1	6	2	4	2	1	1
05261165136	D	4	4	5	6	2	3	5	6	5	4
05261347594	B	4	5	4	2	6	4	4	4	3	6
04211515595	B	2	2	6	2	3	2	5	3	6	2
04312827654	E	1	6	5	6	6	4	5	1	3	4
06212763595	B	5	6	5	3	6	2	3	3	3	1
05312486841	B	5	2	1	2	3	2	2	1	6	3
04282433659	B	3	5	4	2	5	5	2	2	4	1
06311042821	E	4	3	1	5	5	4	5	2	6	5
04303063241	B	3	4	1	2	6	3	3	3	6	2
05311912248	D	3	6	3	1	4	3	5	5	1	5
05210176211	A	3	6	2	4	6	5	1	3	4	3
06300285554	B	6	1	3	6	4	2	2	2	5	5
06292695214	C	2	4	4	1	3	5	5	3	4	5
04250266175	C	1	3	1	1	4	2	1	2	3	4
04230899634	D	4	5	1	1	1	1	2	4	6	2
05312441226	A	5	6	4	5	5	5	2	1	6	6
04312779463	C	2	4	6	3	4	3	3	2	2	1
04222276449	D	2	5	1	6	5	2	3	1	5	4
04311527678	C	6	5	1	5	2	1	6	2	1	4
06310243162	A	3	6	3	4	3	4	6	1	1	5
04282335173	D	3	1	6	2	1	2	2	6	2	5
06272413342	C	5	3	6	3	3	2	3	5	4	3
06233137711	A	6	6	3	6	5	2	5	3	4	4
06290578711	C	5	3	4	4	2	3	5	6	2	5
06221653368	C	1	1	3	1	3	6	6	1	3	5
04221687336	E	1	3	1	5	2	3	6	4	3	5
06210418138	C	1	3	3	2	1	3	4	6	1	6
06312775272	B	5	3	6	4	6	1	6	3	5	4
06252375589	B	5	3	6	4	2	4	1	6	1	1
06300344312	E	2	3	6	4	6	4	2	5	5	3
06312457628	B	4	3	4	2	6	6	6	1	2	6
06281571941	A	5	5	6	4	4	6	1	2	1	3
06232973198	A	1	4	3	2	5	4	5	5	4	2
04241869451	A	5	3	2	2	6	2	5	2	6	3
05232265986	E	3	3	5	1	5	4	5	2	4	4
04291596529	E	5	2	5	2	6	5	4	5	5	6
04212138687	C	5	4	1	3	6	1	3	1	3	6
05222742141	A	6	2	1	6	1	5	5	3	3	6
06301097752	D	4	1	1	3	2	1	3	1	6	1
06310421373	C	2	4	5	4	2	4	1	2	2	5
05312535361	A	4	2	6	6	3	3	6	4	2	1
05300897233	A	6	2	5	1	2	3	3	4	1	3
06322977583	A	6	2	2	1	4	6	3	4	3	6
04321196466	A	2	6	5	3	5	2	6	5	5	4
05211758744	E	4	5	2	4	5	6	6	6	5	4
04220865647	B	2	3	6	6	6	4	3	5	3	1
06250111899	A	4	4	6	6	3	3	2	5	4	2
04311191859	A	5	1	6	1	5	1	4	2	1	1
06251582942	A	3	4	6	3	1	4	2	6	4	2
05301068832	A	4	2	6	2	5	4	2	3	3	2
04211041922	D	2	4	6	2	3	2	3	1	3	1
04241621235	E	1	6	4	4	4	1	5	5	2	1
04323023524	D	3	3	6	6	5	5	6	2	3	1
05232744779	E	6	6	5	2	6	5	3	5	2	1
06211589235	E	2	2	6	4	6	5	3	2	6	3
05310574111	E	4	5	6	2	6	5	1	1	1	4
06283065532	D	5	3	2	5	4	6	4	1	3	6
05312671687	D	6	6	1	6	3	5	5	6	5	2
04210279368	D	3	2	3	5	6	4	6	5	4	6
06212216383	C	2	4	4	4	3	2	6	4	2	6
05212738457	A	3	5	4	6	5	4	2	6	3	6
04220628217	D	6	6	6	5	2	2	2	4	3	6
05212045373	C	3	6	5	5	3	1	1	3	2	5
04321295486	E	5	5	2	4	4	3	5	3	5	1
06271751672	C	3	1	3	3	2	4	6	6	6	2
05210398459	C	4	1	5	2	4	6	5	4	1	3
06292133721	D	6	6	2	5	3	4	5	3	6	6
06251033721	B	4	3	4	2	3	1	2	3	3	6
04301773818	E	6	5	1	6	6	6	5	2	3	4
04210365221	B	4	4	3	4	6	4	5	1	4	3
06250227659	B	6	3	1	6	5	4	3	2	1	4
05230789228	C	2	2	5	5	1	1	2	1	5	3
06222133755	A	6	2	3	3	6	3	6	4	1	5
06290416479	B	6	3	6	5	2	1	1	3	4	1
06290738249	A	5	3	2	3	4	2	1	3	1	2
04262955353	D	2	2	4	3	5	3	6	3	3	5
05282221916	C	2	4	2	1	4	2	1	2	5	2
06321026585	E	6	4	6	6	5	3	3	1	2	5
04271321541	E	4	2	6	4	2	5	6	3	1	4
05302182586	C	5	1	5	5	1	6	2	6	3	1
05250399591	A	1	4	2	4	6	3	5	5	2	2
06311318522	A	1	5	5	1	4	3	1	2	1	5
05212136965	B	4	6	5	6	6	1	6	4	3	1
06232055467	C	5	3	6	6	3	3	2	5	4	6
05320853185	C	3	6	4	6	2	6	6	5	2	2
05262411199	A	2	2	2	6	1	6	6	1	2	6
04222973773	B	4	5	2	2	2	5	6	1	5	5
06280499642	B	4	5	5	6	2	5	3	4	2	2
06321931463	B	3	4	1	4	3	3	3	6	5	3
05301377156	A	4	1	3	2	6	4	1	1	3	6
05210368948	A	6	5	1	6	1	5	4	1	1	6
05210439411	C	1	1	4	4	2	1	2	6	3	3
04241976199	E	3	2	4	1	2	2	1	5	1	2
06240341969	A	6	1	6	4	4	6	1	3	1	5
04281376542	B	2	2	2	1	1	4	4	2	1	2
06280677433	A	5	4	5	4	5	2	4	1	1	2
05261056199	C	5	1	5	4	5	5	5	6	5	1
06292432639	C	2	1	2	3	6	6	5	6	5	2
04312021126	C	2	3	1	3	6	5	5	5	6	6
06251677224	E	4	1	6	4	4	2	3	1	1	4
06311041547	C	1	6	5	5	2	1	6	2	4	6
06280991359	D	3	1	2	2	3	6	6	3	4	6
04280972657	E	3	2	5	6	1	1	1	1	6	6
05321712894	D	6	5	2	1	3	6	5	2	2	6
04281295991	A	4	6	5	1	3	3	1	3	6	3
04242084158	E	3	1	5	6	6	6	3	1	4	4
05242356722	D	5	3	3	3	4	3	4	2	1	4
05291279195	E	4	5	5	3	1	2	4	1	2	1
05292592637	A	6	5	3	2	6	2	2	3	4	5
06290869321	D	6	2	4	2	6	6	3	3	3	2
06322295342	C	3	6	3	4	5	3	4	2	4	5
04232169467	E	1	6	4	4	6	6	4	5	2	6
05312731187	E	5	3	4	5	4	4	4	3	1	4
06272067237	E	5	5	6	4	3	6	4	2	2	5
06281433296	B	5	5	1	4	5	1	6	5	4	6
05271565548	C	6	1	5	1	3	5	6	4	1	4
05281459963	B	3	5	2	1	3	2	6	4	2	3
04300642294	A	1	1	1	4	1	6	4	3	6	6
05320986283	B	2	2	1	6	6	1	5	3	6	1
04322745362	C	6	2	5	1	1	3	3	6	6	5
04210574951	B	4	6	5	4	3	5	6	2	2	5
04320115134	E	4	5	3	3	4	2	6	6	3	6
04252855171	E	5	6	1	4	5	2	4	5	2	2
04281364264	C	6	1	1	1	5	6	1	5	1	6
05272372987	A	5	5	5	5	3	2	3	4	2	3
06301881353	D	2	5	1	3	1	4	2	5	5	4
06212514863	B	6	1	5	1	3	2	2	4	3	3
04311318313	B	5	2	6	6	5	3	1	2	2	2
06302831951	D	2	3	4	5	5	1	1	6	5	5
04271495413	C	3	6	5	2	4	2	4	1	4	4
06270845473	E	6	3	5	4	3	2	2	3	6	6
06221528718	E	1	6	6	3	5	2	2	6	3	6
04293059776	A	1	6	2	5	4	3	2	1	2	1
04240742599	D	5	1	6	5	5	6	5	1	4	2
06260666581	D	2	2	2	3	3	3	1	2	3	4
04261799288	E	2	4	3	3	4	2	2	4	6	5
04212572643	E	2	6	1	2	5	5	4	4	3	2
05231599387	D	6	4	1	3	3	2	1	1	3	5
05270558983	C	3	4	3	2	6	2	1	3	2	5
06232682359	D	5	5	1	4	3	4	1	1	5	3
06212883796	A	3	5	4	2	2	5	6	2	5	4
04281081747	B	4	6	3	5	6	4	4	1	4	1
06240742388	C	3	1	4	4	5	5	2	1	3	3
06242932585	C	5	2	4	5	4	2	1	3	2	3
05211537378	C	3	4	1	1	4	2	5	2	2	4
05260673843	A	2	4	3	6	3	5	2	2	4	5
04221171745	D	4	4	4	6	4	1	1	5	6	2
05302592945	B	5	3	1	4	5	3	4	5	1	6
05272841777	C	2	2	3	6	2	6	6	1	5	5
06312229115	A	1	5	5	2	3	1	5	2	6	3
06321541987	A	6	2	3	6	5	3	2	2	1	6
05311459938	B	2	5	6	2	4	4	5	2	5	3
06230529643	C	5	4	6	6	6	2	4	2	2	1
05271953527	A	6	6	3	1	1	3	2	6	5	1
04282892272	E	4	4	6	3	1	6	1	6	2	4
06262156727	E	5	6	1	1	5	3	1	2	4	1
06220543871	B	2	3	5	5	1	2	3	4	1	3
04213172781	D	3	5	1	5	3	4	3	5	3	4
06211481933	A	3	6	1	6	1	2	1	5	4	2
06281956917	D	3	2	2	3	5	5	4	4	6	6
05222789874	D	6	4	3	2	4	5	3	4	5	6
06251446916	A	6	3	2	6	1	3	6	1	1	5
05221451839	D	1	6	1	2	1	4	6	1	5	3
06272937699	C	5	6	2	4	5	1	6	3	6	1
04242374651	B	1	3	5	6	1	1	3	4	5	5
06312057781	A	5	5	3	1	6	6	6	5	2	3
06302826441	B	1	1	5	2	3	1	2	4	2	4
04263093236	B	3	5	2	6	2	5	6	5	4	1
04260371485	E	2	3	4	4	3	5	2	6	1	1
06271719357	C	1	4	4	3	3	2	6	3	3	2
04242792554	C	4	1	4	6	6	6	5	5	5	1
04282616469	E	4	6	2	3	4	5	4	5	2	4
05281057475	B	2	5	2	5	4	4	3	4	4	6
04272184752	D	4	3	1	6	2	1	4	4	1	3
06212482575	C	2	3	6	1	4	3	1	6	1	2
06231491945	B	3	6	2	2	1	6	5	3	1	6
06231024246	C	2	6	2	6	3	1	6	2	4	4
04261473933	D	1	4	6	3	3	1	1	3	6	6
05292032474	D	5	3	3	3	3	2	6	4	1	6
05301981131	D	4	4	1	2	2	4	1	3	6	2
06261781564	D	1	3	2	3	4	6	2	1	6	3
06282443465	D	4	2	4	5	3	6	4	4	1	3
04322822612	B	3	1	5	2	3	4	1	3	3	6
06291546986	A	2	3	1	4	5	1	4	5	3	2
05252624792	A	3	2	1	2	1	4	3	2	1	2
04231333719	A	3	1	4	6	3	1	6	2	6	1
06242417862	E	6	3	5	5	4	6	2	3	6	2
05323094899	A	3	6	3	5	1	3	3	4	3	3
05212698229	B	6	5	5	6	5	4	1	6	4	3
05253138489	D	4	6	1	1	2	1	6	3	5	2
06300731123	D	4	4	5	1	4	4	2	2	2	1
06282625229	C	4	2	1	4	5	6	3	1	2	6
06221464627	A	3	4	3	1	4	1	5	4	1	5
05282438637	B	6	4	4	4	6	6	3	2	2	4
05231314315	B	5	6	2	2	5	2	5	4	4	2
04311324343	B	6	3	1	1	2	2	1	2	5	5
05313071448	B	4	5	2	2	2	5	4	6	4	6
04280339827	D	2	6	3	3	5	2	3	1	6	5
06242415242	E	5	4	6	3	2	5	2	4	6	6
05261681959	E	1	4	1	1	1	6	5	6	1	5
04271029548	A	2	3	3	3	6	5	5	4	2	3
04210297614	C	5	3	5	1	6	1	1	6	3	2
05320158716	E	4	1	3	2	3	6	2	2	1	2
04272015847	D	6	1	2	3	6	2	6	1	3	4
05292857747	A	3	1	2	4	3	4	4	5	1	1
05252694281	D	6	5	1	5	4	6	3	3	3	4
06252841529	A	1	6	5	5	1	2	4	2	6	4
04271185334	A	1	5	4	6	2	1	2	4	6	3
04302335741	B	6	1	1	2	6	1	5	1	1	6
05262875342	C	2	5	3	5	6	4	2	4	2	6
06302129537	C	6	3	6	4	2	5	5	3	3	2
06310837585	E	5	2	1	2	6	3	5	3	3	4
04241729322	B	5	4	5	4	3	6	4	4	5	6
04310177454	C	4	1	6	6	1	5	2	5	5	5
04302018785	C	1	6	4	3	2	6	1	4	6	5
05261831491	B	4	3	3	1	6	5	2	4	3	3
05212523851	E	6	2	3	3	3	1	3	2	3	2
04290411791	B	3	4	2	4	5	1	4	1	3	5
06321712259	E	6	6	3	4	3	1	2	4	1	3
06222432991	A	4	5	2	1	6	4	5	3	5	5
05271688964	B	2	2	2	1	2	5	3	5	6	6
06322813119	E	2	5	4	5	2	6	2	3	2	2
05310645837	E	3	2	6	5	3	3	5	2	5	5
04282841153	A	2	6	5	2	4	3	1	3	5	1
06291649757	B	5	6	5	4	3	4	6	5	3	5
06311777343	D	1	1	6	1	5	4	1	4	3	5
06221561638	C	5	5	4	1	5	1	5	6	1	3
06273192121	C	4	4	2	1	3	3	6	5	5	2
05290151225	C	3	5	5	6	1	6	3	6	6	2
04320423778	C	1	6	4	3	3	6	1	4	1	1
04322968259	A	3	1	4	5	4	1	1	4	6	2
04240428772	D	4	5	3	2	5	2	3	4	5	5
06271717461	B	4	2	6	5	1	2	2	2	1	4
05241561381	A	2	3	3	5	5	4	6	4	1	3
06220698915	B	5	6	2	3	5	2	3	1	5	3
04301452384	B	1	5	2	3	2	3	1	2	5	3
06302047138	A	5	3	5	6	5	2	1	3	4	6
04311291139	B	6	3	6	2	1	2	1	5	3	1
04212599417	B	3	3	2	1	5	6	5	4	5	4
04272798119	A	3	3	1	5	6	1	3	6	5	2
04250889527	E	4	5	3	4	1	6	6	1	5	3
06291646716	A	6	6	3	6	2	6	3	1	1	3
06222738417	D	2	5	2	6	3	3	2	6	3	1
06280245755	C	5	2	4	3	4	6	6	1	3	3
05272469261	C	1	5	6	5	6	2	6	1	5	6
06230911596	A	3	3	2	4	3	1	5	2	6	3
05252382148	B	5	1	2	2	2	1	6	1	1	1
04210512616	A	5	3	4	6	4	2	5	4	1	1
05320717456	A	2	2	5	3	6	6	3	2	4	2
06260172349	A	5	2	3	6	3	5	3	6	2	4
